input_text,output_text,question_id,chinese_text,emotion_word,percentage,confidence
"If you are asked to analyze the emotion of this sentence: 说我捐的金额太少了. What is your confidence level that you will answer emotion word ""Frustration""?",high,samplenew3_00000605,说我捐的金额太少了,Frustration,90.0,high
"If you are asked to analyze the emotion of this sentence: 说我捐的金额太少了. What is your confidence level that you will answer emotion word ""Disappointment""?",high,samplenew3_00000605,说我捐的金额太少了,Disappointment,90.0,high
"If you are asked to analyze the emotion of this sentence: 说我捐的金额太少了. What is your confidence level that you will answer emotion word ""Annoyance""?",low,samplenew3_00000605,说我捐的金额太少了,Annoyance,30.0,low
"If you are asked to analyze the emotion of this sentence: 说我捐的金额太少了. What is your confidence level that you will answer emotion word ""Anger""?",low,samplenew3_00000605,说我捐的金额太少了,Anger,20.0,low
"If you are asked to analyze the emotion of this sentence: 说我捐的金额太少了. What is your confidence level that you will answer emotion word ""Felt""?",low,samplenew3_00000605,说我捐的金额太少了,Felt,10.0,low
"If you are asked to analyze the emotion of this sentence: 说我捐的金额太少了. What is your confidence level that you will answer emotion word ""Irritation""?",low,samplenew3_00000605,说我捐的金额太少了,Irritation,10.0,low
"If you are asked to analyze the emotion of this sentence: 说我捐的金额太少了. What is your confidence level that you will answer emotion word ""Irritated""?",low,samplenew3_00000605,说我捐的金额太少了,Irritated,10.0,low
"If you are asked to analyze the emotion of this sentence: 说我捐的金额太少了. What is your confidence level that you will answer emotion word ""Disappointed""?",low,samplenew3_00000605,说我捐的金额太少了,Disappointed,10.0,low
"If you are asked to analyze the emotion of this sentence: 说我捐的金额太少了. What is your confidence level that you will answer emotion word ""Frustrated""?",low,samplenew3_00000605,说我捐的金额太少了,Frustrated,10.0,low
"If you are asked to analyze the emotion of this sentence: 说我捐的金额太少了. What is your confidence level that you will answer emotion word ""Discontentment""?",low,samplenew3_00000605,说我捐的金额太少了,Discontentment,10.0,low
"If you are asked to analyze the emotion of this sentence: 哪像太子殿下您呢. What is your confidence level that you will answer emotion word ""Curiosity""?",high,samplenew3_00000723,哪像太子殿下您呢,Curiosity,90.0,high
"If you are asked to analyze the emotion of this sentence: 哪像太子殿下您呢. What is your confidence level that you will answer emotion word ""Politeness""?",high,samplenew3_00000723,哪像太子殿下您呢,Politeness,90.0,high
"If you are asked to analyze the emotion of this sentence: 哪像太子殿下您呢. What is your confidence level that you will answer emotion word ""Respect""?",high,samplenew3_00000723,哪像太子殿下您呢,Respect,90.0,high
"If you are asked to analyze the emotion of this sentence: 哪像太子殿下您呢. What is your confidence level that you will answer emotion word ""Formality""?",low,samplenew3_00000723,哪像太子殿下您呢,Formality,30.0,low
"If you are asked to analyze the emotion of this sentence: 你明知道龙舟队的队员现在都还是群菜鸟，就这么一群菜鸟怎么可能赢得比赛呀。. What is your confidence level that you will answer emotion word ""Frustration""?",high,sample_00000033,你明知道龙舟队的队员现在都还是群菜鸟，就这么一群菜鸟怎么可能赢得比赛呀。,Frustration,100.0,high
"If you are asked to analyze the emotion of this sentence: 你明知道龙舟队的队员现在都还是群菜鸟，就这么一群菜鸟怎么可能赢得比赛呀。. What is your confidence level that you will answer emotion word ""Skepticism""?",high,sample_00000033,你明知道龙舟队的队员现在都还是群菜鸟，就这么一群菜鸟怎么可能赢得比赛呀。,Skepticism,100.0,high
"If you are asked to analyze the emotion of this sentence: 你明知道龙舟队的队员现在都还是群菜鸟，就这么一群菜鸟怎么可能赢得比赛呀。. What is your confidence level that you will answer emotion word ""Disappointment""?",high,sample_00000033,你明知道龙舟队的队员现在都还是群菜鸟，就这么一群菜鸟怎么可能赢得比赛呀。,Disappointment,80.0,high
"If you are asked to analyze the emotion of this sentence: 你明知道龙舟队的队员现在都还是群菜鸟，就这么一群菜鸟怎么可能赢得比赛呀。. What is your confidence level that you will answer emotion word ""Incredulity""?",low,sample_00000033,你明知道龙舟队的队员现在都还是群菜鸟，就这么一群菜鸟怎么可能赢得比赛呀。,Incredulity,20.0,low
"If you are asked to analyze the emotion of this sentence: 你明知道龙舟队的队员现在都还是群菜鸟，就这么一群菜鸟怎么可能赢得比赛呀。. What is your confidence level that you will answer emotion word ""Disdain""?",low,sample_00000033,你明知道龙舟队的队员现在都还是群菜鸟，就这么一群菜鸟怎么可能赢得比赛呀。,Disdain,20.0,low
"If you are asked to analyze the emotion of this sentence: 你明知道龙舟队的队员现在都还是群菜鸟，就这么一群菜鸟怎么可能赢得比赛呀。. What is your confidence level that you will answer emotion word ""Pessimism""?",low,sample_00000033,你明知道龙舟队的队员现在都还是群菜鸟，就这么一群菜鸟怎么可能赢得比赛呀。,Pessimism,10.0,low
"If you are asked to analyze the emotion of this sentence: 你明知道龙舟队的队员现在都还是群菜鸟，就这么一群菜鸟怎么可能赢得比赛呀。. What is your confidence level that you will answer emotion word ""Surprise""?",low,sample_00000033,你明知道龙舟队的队员现在都还是群菜鸟，就这么一群菜鸟怎么可能赢得比赛呀。,Surprise,10.0,low
"If you are asked to analyze the emotion of this sentence: 你明知道龙舟队的队员现在都还是群菜鸟，就这么一群菜鸟怎么可能赢得比赛呀。. What is your confidence level that you will answer emotion word ""Doubt""?",low,sample_00000033,你明知道龙舟队的队员现在都还是群菜鸟，就这么一群菜鸟怎么可能赢得比赛呀。,Doubt,10.0,low
"If you are asked to analyze the emotion of this sentence: 有他在有如十万大. What is your confidence level that you will answer emotion word ""Longing""?",high,samplenew3_00000367,有他在有如十万大,Longing,100.0,high
"If you are asked to analyze the emotion of this sentence: 有他在有如十万大. What is your confidence level that you will answer emotion word ""Relief""?",high,samplenew3_00000367,有他在有如十万大,Relief,80.0,high
"If you are asked to analyze the emotion of this sentence: 有他在有如十万大. What is your confidence level that you will answer emotion word ""Nostalgia""?",high,samplenew3_00000367,有他在有如十万大,Nostalgia,70.0,high
"If you are asked to analyze the emotion of this sentence: 有他在有如十万大. What is your confidence level that you will answer emotion word ""Sorrow""?",low,samplenew3_00000367,有他在有如十万大,Sorrow,30.0,low
"If you are asked to analyze the emotion of this sentence: 有他在有如十万大. What is your confidence level that you will answer emotion word ""Sadness""?",low,samplenew3_00000367,有他在有如十万大,Sadness,10.0,low
"If you are asked to analyze the emotion of this sentence: 有他在有如十万大. What is your confidence level that you will answer emotion word ""Wistfulness""?",low,samplenew3_00000367,有他在有如十万大,Wistfulness,10.0,low
"If you are asked to analyze the emotion of this sentence: 有他在有如十万大. What is your confidence level that you will answer emotion word ""Serenity""?",low,samplenew3_00000367,有他在有如十万大,Serenity,10.0,low
"If you are asked to analyze the emotion of this sentence: 你有没有什么办法帮帮百姓. What is your confidence level that you will answer emotion word ""Concern""?",high,samplenew3_00000398,你有没有什么办法帮帮百姓,Concern,100.0,high
"If you are asked to analyze the emotion of this sentence: 你有没有什么办法帮帮百姓. What is your confidence level that you will answer emotion word ""Helplessness""?",high,samplenew3_00000398,你有没有什么办法帮帮百姓,Helplessness,70.0,high
"If you are asked to analyze the emotion of this sentence: 你有没有什么办法帮帮百姓. What is your confidence level that you will answer emotion word ""Empathy""?",medium,samplenew3_00000398,你有没有什么办法帮帮百姓,Empathy,60.0,medium
"If you are asked to analyze the emotion of this sentence: 你有没有什么办法帮帮百姓. What is your confidence level that you will answer emotion word ""Helpfulness""?",low,samplenew3_00000398,你有没有什么办法帮帮百姓,Helpfulness,30.0,low
"If you are asked to analyze the emotion of this sentence: 你有没有什么办法帮帮百姓. What is your confidence level that you will answer emotion word ""Worry""?",low,samplenew3_00000398,你有没有什么办法帮帮百姓,Worry,10.0,low
"If you are asked to analyze the emotion of this sentence: 你有没有什么办法帮帮百姓. What is your confidence level that you will answer emotion word ""Sympathy""?",low,samplenew3_00000398,你有没有什么办法帮帮百姓,Sympathy,10.0,low
"If you are asked to analyze the emotion of this sentence: 你有没有什么办法帮帮百姓. What is your confidence level that you will answer emotion word ""Desperation""?",low,samplenew3_00000398,你有没有什么办法帮帮百姓,Desperation,10.0,low
"If you are asked to analyze the emotion of this sentence: 对我天神朝堂也是如虎添翼之妙使啊. What is your confidence level that you will answer emotion word ""Excitement""?",high,samplenew3_00000340,对我天神朝堂也是如虎添翼之妙使啊,Excitement,100.0,high
"If you are asked to analyze the emotion of this sentence: 对我天神朝堂也是如虎添翼之妙使啊. What is your confidence level that you will answer emotion word ""Pride""?",high,samplenew3_00000340,对我天神朝堂也是如虎添翼之妙使啊,Pride,100.0,high
"If you are asked to analyze the emotion of this sentence: 对我天神朝堂也是如虎添翼之妙使啊. What is your confidence level that you will answer emotion word ""Amazement""?",high,samplenew3_00000340,对我天神朝堂也是如虎添翼之妙使啊,Amazement,90.0,high
"If you are asked to analyze the emotion of this sentence: 对我天神朝堂也是如虎添翼之妙使啊. What is your confidence level that you will answer emotion word ""Confidence""?",medium,samplenew3_00000340,对我天神朝堂也是如虎添翼之妙使啊,Confidence,60.0,medium
"If you are asked to analyze the emotion of this sentence: 对我天神朝堂也是如虎添翼之妙使啊. What is your confidence level that you will answer emotion word ""Joy""?",medium,samplenew3_00000340,对我天神朝堂也是如虎添翼之妙使啊,Joy,60.0,medium
"If you are asked to analyze the emotion of this sentence: 对我天神朝堂也是如虎添翼之妙使啊. What is your confidence level that you will answer emotion word ""Satisfaction""?",low,samplenew3_00000340,对我天神朝堂也是如虎添翼之妙使啊,Satisfaction,10.0,low
"If you are asked to analyze the emotion of this sentence: 对我天神朝堂也是如虎添翼之妙使啊. What is your confidence level that you will answer emotion word ""Triumph""?",low,samplenew3_00000340,对我天神朝堂也是如虎添翼之妙使啊,Triumph,10.0,low
"If you are asked to analyze the emotion of this sentence: 对我天神朝堂也是如虎添翼之妙使啊. What is your confidence level that you will answer emotion word ""Anticipation""?",low,samplenew3_00000340,对我天神朝堂也是如虎添翼之妙使啊,Anticipation,10.0,low
"If you are asked to analyze the emotion of this sentence: 感动朕的人朕绝不轻饶. What is your confidence level that you will answer emotion word ""Moved""?",high,samplenew3_00000195,感动朕的人朕绝不轻饶,Moved,90.0,high
"If you are asked to analyze the emotion of this sentence: 感动朕的人朕绝不轻饶. What is your confidence level that you will answer emotion word ""Determined""?",medium,samplenew3_00000195,感动朕的人朕绝不轻饶,Determined,50.0,medium
"If you are asked to analyze the emotion of this sentence: 感动朕的人朕绝不轻饶. What is your confidence level that you will answer emotion word ""Grateful""?",medium,samplenew3_00000195,感动朕的人朕绝不轻饶,Grateful,40.0,medium
"If you are asked to analyze the emotion of this sentence: 感动朕的人朕绝不轻饶. What is your confidence level that you will answer emotion word ""Touched""?",low,samplenew3_00000195,感动朕的人朕绝不轻饶,Touched,30.0,low
"If you are asked to analyze the emotion of this sentence: 感动朕的人朕绝不轻饶. What is your confidence level that you will answer emotion word ""Determination""?",low,samplenew3_00000195,感动朕的人朕绝不轻饶,Determination,20.0,low
"If you are asked to analyze the emotion of this sentence: 感动朕的人朕绝不轻饶. What is your confidence level that you will answer emotion word ""Gratitude""?",low,samplenew3_00000195,感动朕的人朕绝不轻饶,Gratitude,20.0,low
"If you are asked to analyze the emotion of this sentence: 感动朕的人朕绝不轻饶. What is your confidence level that you will answer emotion word ""Nostalgic""?",low,samplenew3_00000195,感动朕的人朕绝不轻饶,Nostalgic,20.0,low
"If you are asked to analyze the emotion of this sentence: 感动朕的人朕绝不轻饶. What is your confidence level that you will answer emotion word ""Indignation""?",low,samplenew3_00000195,感动朕的人朕绝不轻饶,Indignation,10.0,low
"If you are asked to analyze the emotion of this sentence: 感动朕的人朕绝不轻饶. What is your confidence level that you will answer emotion word ""Proud""?",low,samplenew3_00000195,感动朕的人朕绝不轻饶,Proud,10.0,low
"If you are asked to analyze the emotion of this sentence: 感动朕的人朕绝不轻饶. What is your confidence level that you will answer emotion word ""Indignant""?",low,samplenew3_00000195,感动朕的人朕绝不轻饶,Indignant,10.0,low
"If you are asked to analyze the emotion of this sentence: 感动朕的人朕绝不轻饶. What is your confidence level that you will answer emotion word ""Loyalty""?",low,samplenew3_00000195,感动朕的人朕绝不轻饶,Loyalty,10.0,low
"If you are asked to analyze the emotion of this sentence: 感动朕的人朕绝不轻饶. What is your confidence level that you will answer emotion word ""Devotion""?",low,samplenew3_00000195,感动朕的人朕绝不轻饶,Devotion,10.0,low
"If you are asked to analyze the emotion of this sentence: 感动朕的人朕绝不轻饶. What is your confidence level that you will answer emotion word ""Inspiration""?",low,samplenew3_00000195,感动朕的人朕绝不轻饶,Inspiration,10.0,low
"If you are asked to analyze the emotion of this sentence: 感动朕的人朕绝不轻饶. What is your confidence level that you will answer emotion word ""Respectful""?",low,samplenew3_00000195,感动朕的人朕绝不轻饶,Respectful,10.0,low
"If you are asked to analyze the emotion of this sentence: 感动朕的人朕绝不轻饶. What is your confidence level that you will answer emotion word ""Humble""?",low,samplenew3_00000195,感动朕的人朕绝不轻饶,Humble,10.0,low
"If you are asked to analyze the emotion of this sentence: 陈东拖了你们的后腿我们也感到很惭愧啊. What is your confidence level that you will answer emotion word ""Shame""?",medium,samplenew3_00000360,陈东拖了你们的后腿我们也感到很惭愧啊,Shame,50.0,medium
"If you are asked to analyze the emotion of this sentence: 陈东拖了你们的后腿我们也感到很惭愧啊. What is your confidence level that you will answer emotion word ""Ashamed""?",medium,samplenew3_00000360,陈东拖了你们的后腿我们也感到很惭愧啊,Ashamed,50.0,medium
"If you are asked to analyze the emotion of this sentence: 陈东拖了你们的后腿我们也感到很惭愧啊. What is your confidence level that you will answer emotion word ""Regretful""?",medium,samplenew3_00000360,陈东拖了你们的后腿我们也感到很惭愧啊,Regretful,40.0,medium
"If you are asked to analyze the emotion of this sentence: 陈东拖了你们的后腿我们也感到很惭愧啊. What is your confidence level that you will answer emotion word ""Annoyed""?",medium,samplenew3_00000360,陈东拖了你们的后腿我们也感到很惭愧啊,Annoyed,40.0,medium
"If you are asked to analyze the emotion of this sentence: 陈东拖了你们的后腿我们也感到很惭愧啊. What is your confidence level that you will answer emotion word ""Regret""?",low,samplenew3_00000360,陈东拖了你们的后腿我们也感到很惭愧啊,Regret,30.0,low
"If you are asked to analyze the emotion of this sentence: 陈东拖了你们的后腿我们也感到很惭愧啊. What is your confidence level that you will answer emotion word ""Disappointment""?",low,samplenew3_00000360,陈东拖了你们的后腿我们也感到很惭愧啊,Disappointment,30.0,low
"If you are asked to analyze the emotion of this sentence: 陈东拖了你们的后腿我们也感到很惭愧啊. What is your confidence level that you will answer emotion word ""Frustration""?",low,samplenew3_00000360,陈东拖了你们的后腿我们也感到很惭愧啊,Frustration,20.0,low
"If you are asked to analyze the emotion of this sentence: 陈东拖了你们的后腿我们也感到很惭愧啊. What is your confidence level that you will answer emotion word ""Frustrated""?",low,samplenew3_00000360,陈东拖了你们的后腿我们也感到很惭愧啊,Frustrated,20.0,low
"If you are asked to analyze the emotion of this sentence: 陈东拖了你们的后腿我们也感到很惭愧啊. What is your confidence level that you will answer emotion word ""Helplessness""?",low,samplenew3_00000360,陈东拖了你们的后腿我们也感到很惭愧啊,Helplessness,10.0,low
"If you are asked to analyze the emotion of this sentence: 陈东拖了你们的后腿我们也感到很惭愧啊. What is your confidence level that you will answer emotion word ""Irritation""?",low,samplenew3_00000360,陈东拖了你们的后腿我们也感到很惭愧啊,Irritation,10.0,low
"If you are asked to analyze the emotion of this sentence: 陈东拖了你们的后腿我们也感到很惭愧啊. What is your confidence level that you will answer emotion word ""Helpless""?",low,samplenew3_00000360,陈东拖了你们的后腿我们也感到很惭愧啊,Helpless,10.0,low
"If you are asked to analyze the emotion of this sentence: 陈东拖了你们的后腿我们也感到很惭愧啊. What is your confidence level that you will answer emotion word ""Disappointed""?",low,samplenew3_00000360,陈东拖了你们的后腿我们也感到很惭愧啊,Disappointed,10.0,low
"If you are asked to analyze the emotion of this sentence: 陈东拖了你们的后腿我们也感到很惭愧啊. What is your confidence level that you will answer emotion word ""Annoyance""?",low,samplenew3_00000360,陈东拖了你们的后腿我们也感到很惭愧啊,Annoyance,10.0,low
"If you are asked to analyze the emotion of this sentence: 孩子和女人你要哪一个？. What is your confidence level that you will answer emotion word ""Curiosity""?",high,sample_00000346,孩子和女人你要哪一个？,Curiosity,100.0,high
"If you are asked to analyze the emotion of this sentence: 孩子和女人你要哪一个？. What is your confidence level that you will answer emotion word ""Confusion""?",high,sample_00000346,孩子和女人你要哪一个？,Confusion,90.0,high
"If you are asked to analyze the emotion of this sentence: 孩子和女人你要哪一个？. What is your confidence level that you will answer emotion word ""Amusement""?",medium,sample_00000346,孩子和女人你要哪一个？,Amusement,60.0,medium
"If you are asked to analyze the emotion of this sentence: 孩子和女人你要哪一个？. What is your confidence level that you will answer emotion word ""Playfulness""?",low,sample_00000346,孩子和女人你要哪一个？,Playfulness,30.0,low
"If you are asked to analyze the emotion of this sentence: 孩子和女人你要哪一个？. What is your confidence level that you will answer emotion word ""Surprise""?",low,sample_00000346,孩子和女人你要哪一个？,Surprise,20.0,low
"If you are asked to analyze the emotion of this sentence: 孩子和女人你要哪一个？. What is your confidence level that you will answer emotion word ""Intrigue""?",low,sample_00000346,孩子和女人你要哪一个？,Intrigue,10.0,low
"If you are asked to analyze the emotion of this sentence: 孩子和女人你要哪一个？. What is your confidence level that you will answer emotion word ""Inquiry""?",low,sample_00000346,孩子和女人你要哪一个？,Inquiry,10.0,low
"If you are asked to analyze the emotion of this sentence: 孩子和女人你要哪一个？. What is your confidence level that you will answer emotion word ""Teasing""?",low,sample_00000346,孩子和女人你要哪一个？,Teasing,10.0,low
"If you are asked to analyze the emotion of this sentence: 孩子和女人你要哪一个？. What is your confidence level that you will answer emotion word ""Frustration""?",low,sample_00000346,孩子和女人你要哪一个？,Frustration,10.0,low
"If you are asked to analyze the emotion of this sentence: 孩子和女人你要哪一个？. What is your confidence level that you will answer emotion word ""Interest""?",low,sample_00000346,孩子和女人你要哪一个？,Interest,10.0,low
"If you are asked to analyze the emotion of this sentence: 孩子和女人你要哪一个？. What is your confidence level that you will answer emotion word ""Desire""?",low,sample_00000346,孩子和女人你要哪一个？,Desire,10.0,low
"If you are asked to analyze the emotion of this sentence: 你让我相信你，我相信了，那你为什么要骗我呢？. What is your confidence level that you will answer emotion word ""Trust""?",high,sample_00000365,你让我相信你，我相信了，那你为什么要骗我呢？,Trust,100.0,high
"If you are asked to analyze the emotion of this sentence: 你让我相信你，我相信了，那你为什么要骗我呢？. What is your confidence level that you will answer emotion word ""Anger""?",high,sample_00000365,你让我相信你，我相信了，那你为什么要骗我呢？,Anger,80.0,high
"If you are asked to analyze the emotion of this sentence: 你让我相信你，我相信了，那你为什么要骗我呢？. What is your confidence level that you will answer emotion word ""Disappointment""?",high,sample_00000365,你让我相信你，我相信了，那你为什么要骗我呢？,Disappointment,80.0,high
"If you are asked to analyze the emotion of this sentence: 你让我相信你，我相信了，那你为什么要骗我呢？. What is your confidence level that you will answer emotion word ""Betrayal""?",high,sample_00000365,你让我相信你，我相信了，那你为什么要骗我呢？,Betrayal,70.0,high
"If you are asked to analyze the emotion of this sentence: 你让我相信你，我相信了，那你为什么要骗我呢？. What is your confidence level that you will answer emotion word ""Confusion""?",medium,sample_00000365,你让我相信你，我相信了，那你为什么要骗我呢？,Confusion,50.0,medium
"If you are asked to analyze the emotion of this sentence: 你让我相信你，我相信了，那你为什么要骗我呢？. What is your confidence level that you will answer emotion word ""Frustration""?",low,sample_00000365,你让我相信你，我相信了，那你为什么要骗我呢？,Frustration,20.0,low
"If you are asked to analyze the emotion of this sentence: 爸爸要回来了. What is your confidence level that you will answer emotion word ""Relief""?",high,sample_00000209,爸爸要回来了,Relief,90.0,high
"If you are asked to analyze the emotion of this sentence: 爸爸要回来了. What is your confidence level that you will answer emotion word ""Excitement""?",high,sample_00000209,爸爸要回来了,Excitement,80.0,high
"If you are asked to analyze the emotion of this sentence: 爸爸要回来了. What is your confidence level that you will answer emotion word ""Joy""?",medium,sample_00000209,爸爸要回来了,Joy,60.0,medium
"If you are asked to analyze the emotion of this sentence: 爸爸要回来了. What is your confidence level that you will answer emotion word ""Hope""?",medium,sample_00000209,爸爸要回来了,Hope,40.0,medium
"If you are asked to analyze the emotion of this sentence: 爸爸要回来了. What is your confidence level that you will answer emotion word ""Happiness""?",medium,sample_00000209,爸爸要回来了,Happiness,40.0,medium
"If you are asked to analyze the emotion of this sentence: 爸爸要回来了. What is your confidence level that you will answer emotion word ""Anticipation""?",low,sample_00000209,爸爸要回来了,Anticipation,20.0,low
"If you are asked to analyze the emotion of this sentence: 他一定把名言送到你我手上. What is your confidence level that you will answer emotion word ""Warmth""?",medium,samplenew3_00000482,他一定把名言送到你我手上,Warmth,60.0,medium
"If you are asked to analyze the emotion of this sentence: 他一定把名言送到你我手上. What is your confidence level that you will answer emotion word ""Trust""?",medium,samplenew3_00000482,他一定把名言送到你我手上,Trust,60.0,medium
"If you are asked to analyze the emotion of this sentence: 他一定把名言送到你我手上. What is your confidence level that you will answer emotion word ""Hope""?",medium,samplenew3_00000482,他一定把名言送到你我手上,Hope,50.0,medium
"If you are asked to analyze the emotion of this sentence: 他一定把名言送到你我手上. What is your confidence level that you will answer emotion word ""Confident""?",medium,samplenew3_00000482,他一定把名言送到你我手上,Confident,40.0,medium
"If you are asked to analyze the emotion of this sentence: 他一定把名言送到你我手上. What is your confidence level that you will answer emotion word ""Expectation""?",low,samplenew3_00000482,他一定把名言送到你我手上,Expectation,20.0,low
"If you are asked to analyze the emotion of this sentence: 他一定把名言送到你我手上. What is your confidence level that you will answer emotion word ""Love""?",low,samplenew3_00000482,他一定把名言送到你我手上,Love,20.0,low
"If you are asked to analyze the emotion of this sentence: 他一定把名言送到你我手上. What is your confidence level that you will answer emotion word ""Nostalgic""?",low,samplenew3_00000482,他一定把名言送到你我手上,Nostalgic,20.0,low
"If you are asked to analyze the emotion of this sentence: 他一定把名言送到你我手上. What is your confidence level that you will answer emotion word ""Affection""?",low,samplenew3_00000482,他一定把名言送到你我手上,Affection,10.0,low
"If you are asked to analyze the emotion of this sentence: 他一定把名言送到你我手上. What is your confidence level that you will answer emotion word ""Sincerity""?",low,samplenew3_00000482,他一定把名言送到你我手上,Sincerity,10.0,low
"If you are asked to analyze the emotion of this sentence: 他一定把名言送到你我手上. What is your confidence level that you will answer emotion word ""Hopeful""?",low,samplenew3_00000482,他一定把名言送到你我手上,Hopeful,10.0,low
"If you are asked to analyze the emotion of this sentence: 他一定把名言送到你我手上. What is your confidence level that you will answer emotion word ""Caring""?",low,samplenew3_00000482,他一定把名言送到你我手上,Caring,10.0,low
"If you are asked to analyze the emotion of this sentence: 他一定把名言送到你我手上. What is your confidence level that you will answer emotion word ""Care""?",low,samplenew3_00000482,他一定把名言送到你我手上,Care,10.0,low
"If you are asked to analyze the emotion of this sentence: 他一定把名言送到你我手上. What is your confidence level that you will answer emotion word ""Expectant""?",low,samplenew3_00000482,他一定把名言送到你我手上,Expectant,10.0,low
"If you are asked to analyze the emotion of this sentence: 他一定把名言送到你我手上. What is your confidence level that you will answer emotion word ""Generous""?",low,samplenew3_00000482,他一定把名言送到你我手上,Generous,10.0,low
"If you are asked to analyze the emotion of this sentence: 他一定把名言送到你我手上. What is your confidence level that you will answer emotion word ""Assurance""?",low,samplenew3_00000482,他一定把名言送到你我手上,Assurance,10.0,low
"If you are asked to analyze the emotion of this sentence: 他一定把名言送到你我手上. What is your confidence level that you will answer emotion word ""Generosity""?",low,samplenew3_00000482,他一定把名言送到你我手上,Generosity,10.0,low
"If you are asked to analyze the emotion of this sentence: 这几年你知道我吃了多少苦承受了多大的压力知道吗. What is your confidence level that you will answer emotion word ""Exhaustion""?",high,samplenew3_00000501,这几年你知道我吃了多少苦承受了多大的压力知道吗,Exhaustion,90.0,high
"If you are asked to analyze the emotion of this sentence: 这几年你知道我吃了多少苦承受了多大的压力知道吗. What is your confidence level that you will answer emotion word ""Frustration""?",high,samplenew3_00000501,这几年你知道我吃了多少苦承受了多大的压力知道吗,Frustration,90.0,high
"If you are asked to analyze the emotion of this sentence: 这几年你知道我吃了多少苦承受了多大的压力知道吗. What is your confidence level that you will answer emotion word ""Anxiety""?",high,samplenew3_00000501,这几年你知道我吃了多少苦承受了多大的压力知道吗,Anxiety,70.0,high
"If you are asked to analyze the emotion of this sentence: 这几年你知道我吃了多少苦承受了多大的压力知道吗. What is your confidence level that you will answer emotion word ""Desperation""?",medium,samplenew3_00000501,这几年你知道我吃了多少苦承受了多大的压力知道吗,Desperation,50.0,medium
"If you are asked to analyze the emotion of this sentence: 这几年你知道我吃了多少苦承受了多大的压力知道吗. What is your confidence level that you will answer emotion word ""Overwhelm""?",low,samplenew3_00000501,这几年你知道我吃了多少苦承受了多大的压力知道吗,Overwhelm,30.0,low
"If you are asked to analyze the emotion of this sentence: 这几年你知道我吃了多少苦承受了多大的压力知道吗. What is your confidence level that you will answer emotion word ""Fatigue""?",low,samplenew3_00000501,这几年你知道我吃了多少苦承受了多大的压力知道吗,Fatigue,20.0,low
"If you are asked to analyze the emotion of this sentence: 这几年你知道我吃了多少苦承受了多大的压力知道吗. What is your confidence level that you will answer emotion word ""Suffering""?",low,samplenew3_00000501,这几年你知道我吃了多少苦承受了多大的压力知道吗,Suffering,20.0,low
"If you are asked to analyze the emotion of this sentence: 这几年你知道我吃了多少苦承受了多大的压力知道吗. What is your confidence level that you will answer emotion word ""Helplessness""?",low,samplenew3_00000501,这几年你知道我吃了多少苦承受了多大的压力知道吗,Helplessness,20.0,low
"If you are asked to analyze the emotion of this sentence: 这几年你知道我吃了多少苦承受了多大的压力知道吗. What is your confidence level that you will answer emotion word ""Resentment""?",low,samplenew3_00000501,这几年你知道我吃了多少苦承受了多大的压力知道吗,Resentment,20.0,low
"If you are asked to analyze the emotion of this sentence: 这几年你知道我吃了多少苦承受了多大的压力知道吗. What is your confidence level that you will answer emotion word ""Sadness""?",low,samplenew3_00000501,这几年你知道我吃了多少苦承受了多大的压力知道吗,Sadness,20.0,low
"If you are asked to analyze the emotion of this sentence: 这几年你知道我吃了多少苦承受了多大的压力知道吗. What is your confidence level that you will answer emotion word ""Anxiousness""?",low,samplenew3_00000501,这几年你知道我吃了多少苦承受了多大的压力知道吗,Anxiousness,10.0,low
"If you are asked to analyze the emotion of this sentence: 这几年你知道我吃了多少苦承受了多大的压力知道吗. What is your confidence level that you will answer emotion word ""Stress""?",low,samplenew3_00000501,这几年你知道我吃了多少苦承受了多大的压力知道吗,Stress,10.0,low
"If you are asked to analyze the emotion of this sentence: 这几年你知道我吃了多少苦承受了多大的压力知道吗. What is your confidence level that you will answer emotion word ""Despair""?",low,samplenew3_00000501,这几年你知道我吃了多少苦承受了多大的压力知道吗,Despair,10.0,low
"If you are asked to analyze the emotion of this sentence: 那当然啦。. What is your confidence level that you will answer emotion word ""Confident""?",high,sample_00000227,那当然啦。,Confident,90.0,high
"If you are asked to analyze the emotion of this sentence: 那当然啦。. What is your confidence level that you will answer emotion word ""Relaxed""?",high,sample_00000227,那当然啦。,Relaxed,70.0,high
"If you are asked to analyze the emotion of this sentence: 那当然啦。. What is your confidence level that you will answer emotion word ""Satisfied""?",low,sample_00000227,那当然啦。,Satisfied,20.0,low
"If you are asked to analyze the emotion of this sentence: 那当然啦。. What is your confidence level that you will answer emotion word ""Certain""?",low,sample_00000227,那当然啦。,Certain,10.0,low
"If you are asked to analyze the emotion of this sentence: 那当然啦。. What is your confidence level that you will answer emotion word ""Agreeable""?",low,sample_00000227,那当然啦。,Agreeable,10.0,low
"If you are asked to analyze the emotion of this sentence: 那当然啦。. What is your confidence level that you will answer emotion word ""Affirmative""?",low,sample_00000227,那当然啦。,Affirmative,10.0,low
"If you are asked to analyze the emotion of this sentence: 那当然啦。. What is your confidence level that you will answer emotion word ""Assured""?",low,sample_00000227,那当然啦。,Assured,10.0,low
"If you are asked to analyze the emotion of this sentence: 那当然啦。. What is your confidence level that you will answer emotion word ""Satisfaction""?",low,sample_00000227,那当然啦。,Satisfaction,10.0,low
