input,output
"If you are asked to analyze the emotion of this sentence: 你不能随意出门. What is your confidence level that you will answer emotion word ""Confinement""?",low
"If you are asked to analyze the emotion of this sentence: 你给我一个月我保证给你个惊喜什么惊喜. What is your confidence level that you will answer emotion word ""Excitement""?",high
"If you are asked to analyze the emotion of this sentence: 你给我一个月我保证给你个惊喜什么惊喜. What is your confidence level that you will answer emotion word ""Anticipation""?",high
"If you are asked to analyze the emotion of this sentence: 你给我一个月我保证给你个惊喜什么惊喜. What is your confidence level that you will answer emotion word ""Hope""?",medium
"If you are asked to analyze the emotion of this sentence: 你给我一个月我保证给你个惊喜什么惊喜. What is your confidence level that you will answer emotion word ""Trust""?",medium
"If you are asked to analyze the emotion of this sentence: 你给我一个月我保证给你个惊喜什么惊喜. What is your confidence level that you will answer emotion word ""Confidence""?",low
"If you are asked to analyze the emotion of this sentence: 你给我一个月我保证给你个惊喜什么惊喜. What is your confidence level that you will answer emotion word ""Commitment""?",low
"If you are asked to analyze the emotion of this sentence: 你给我一个月我保证给你个惊喜什么惊喜. What is your confidence level that you will answer emotion word ""Surprise""?",low
"If you are asked to analyze the emotion of this sentence: 你给我一个月我保证给你个惊喜什么惊喜. What is your confidence level that you will answer emotion word ""Curiosity""?",low
"If you are asked to analyze the emotion of this sentence: 你给我一个月我保证给你个惊喜什么惊喜. What is your confidence level that you will answer emotion word ""Assurance""?",low
"If you are asked to analyze the emotion of this sentence: 你给我一个月我保证给你个惊喜什么惊喜. What is your confidence level that you will answer emotion word ""Hopefulness""?",low
"If you are asked to analyze the emotion of this sentence: 你给我一个月我保证给你个惊喜什么惊喜. What is your confidence level that you will answer emotion word ""Sincerity""?",low
"If you are asked to analyze the emotion of this sentence: 你给我一个月我保证给你个惊喜什么惊喜. What is your confidence level that you will answer emotion word ""Playfulness""?",low
"If you are asked to analyze the emotion of this sentence: 你是真心愿意跟小川在一起？. What is your confidence level that you will answer emotion word ""Love""?",high
"If you are asked to analyze the emotion of this sentence: 你是真心愿意跟小川在一起？. What is your confidence level that you will answer emotion word ""Affection""?",high
"If you are asked to analyze the emotion of this sentence: 你是真心愿意跟小川在一起？. What is your confidence level that you will answer emotion word ""Willingness""?",medium
"If you are asked to analyze the emotion of this sentence: 你是真心愿意跟小川在一起？. What is your confidence level that you will answer emotion word ""Longing""?",low
"If you are asked to analyze the emotion of this sentence: 你是真心愿意跟小川在一起？. What is your confidence level that you will answer emotion word ""Loyalty""?",low
"If you are asked to analyze the emotion of this sentence: 你是真心愿意跟小川在一起？. What is your confidence level that you will answer emotion word ""Devotion""?",low
"If you are asked to analyze the emotion of this sentence: 你是真心愿意跟小川在一起？. What is your confidence level that you will answer emotion word ""Warmth""?",low
"If you are asked to analyze the emotion of this sentence: 你是真心愿意跟小川在一起？. What is your confidence level that you will answer emotion word ""Nostalgia""?",low
"If you are asked to analyze the emotion of this sentence: 你是真心愿意跟小川在一起？. What is your confidence level that you will answer emotion word ""Commitment""?",low
"If you are asked to analyze the emotion of this sentence: 你是真心愿意跟小川在一起？. What is your confidence level that you will answer emotion word ""Tenderness""?",low
"If you are asked to analyze the emotion of this sentence: 你是真心愿意跟小川在一起？. What is your confidence level that you will answer emotion word ""Sincerity""?",low
"If you are asked to analyze the emotion of this sentence: 你是真心愿意跟小川在一起？. What is your confidence level that you will answer emotion word ""Companionship""?",low
"If you are asked to analyze the emotion of this sentence: 这一看哪您这眼神就非常好. What is your confidence level that you will answer emotion word ""Curiosity""?",high
"If you are asked to analyze the emotion of this sentence: 这一看哪您这眼神就非常好. What is your confidence level that you will answer emotion word ""Surprise""?",high
"If you are asked to analyze the emotion of this sentence: 这一看哪您这眼神就非常好. What is your confidence level that you will answer emotion word ""Amusement""?",medium
"If you are asked to analyze the emotion of this sentence: 这一看哪您这眼神就非常好. What is your confidence level that you will answer emotion word ""Warmth""?",medium
"If you are asked to analyze the emotion of this sentence: 这一看哪您这眼神就非常好. What is your confidence level that you will answer emotion word ""Interest""?",low
"If you are asked to analyze the emotion of this sentence: 这一看哪您这眼神就非常好. What is your confidence level that you will answer emotion word ""Friendliness""?",low
"If you are asked to analyze the emotion of this sentence: 这一看哪您这眼神就非常好. What is your confidence level that you will answer emotion word ""Approval""?",low
"If you are asked to analyze the emotion of this sentence: 这一看哪您这眼神就非常好. What is your confidence level that you will answer emotion word ""Politeness""?",low
"If you are asked to analyze the emotion of this sentence: 这一看哪您这眼神就非常好. What is your confidence level that you will answer emotion word ""Concern""?",low
"If you are asked to analyze the emotion of this sentence: 这一看哪您这眼神就非常好. What is your confidence level that you will answer emotion word ""Admiration""?",low
"If you are asked to analyze the emotion of this sentence: 说我捐的金额太少了. What is your confidence level that you will answer emotion word ""Frustration""?",high
"If you are asked to analyze the emotion of this sentence: 说我捐的金额太少了. What is your confidence level that you will answer emotion word ""Disappointment""?",high
"If you are asked to analyze the emotion of this sentence: 说我捐的金额太少了. What is your confidence level that you will answer emotion word ""Annoyance""?",low
"If you are asked to analyze the emotion of this sentence: 说我捐的金额太少了. What is your confidence level that you will answer emotion word ""Anger""?",low
"If you are asked to analyze the emotion of this sentence: 说我捐的金额太少了. What is your confidence level that you will answer emotion word ""Felt""?",low
"If you are asked to analyze the emotion of this sentence: 说我捐的金额太少了. What is your confidence level that you will answer emotion word ""Irritation""?",low
"If you are asked to analyze the emotion of this sentence: 说我捐的金额太少了. What is your confidence level that you will answer emotion word ""Irritated""?",low
"If you are asked to analyze the emotion of this sentence: 说我捐的金额太少了. What is your confidence level that you will answer emotion word ""Disappointed""?",low
"If you are asked to analyze the emotion of this sentence: 说我捐的金额太少了. What is your confidence level that you will answer emotion word ""Frustrated""?",low
"If you are asked to analyze the emotion of this sentence: 说我捐的金额太少了. What is your confidence level that you will answer emotion word ""Discontentment""?",low
"If you are asked to analyze the emotion of this sentence: 哪像太子殿下您呢. What is your confidence level that you will answer emotion word ""Curiosity""?",high
"If you are asked to analyze the emotion of this sentence: 哪像太子殿下您呢. What is your confidence level that you will answer emotion word ""Politeness""?",high
"If you are asked to analyze the emotion of this sentence: 哪像太子殿下您呢. What is your confidence level that you will answer emotion word ""Respect""?",high
"If you are asked to analyze the emotion of this sentence: 哪像太子殿下您呢. What is your confidence level that you will answer emotion word ""Formality""?",low
"If you are asked to analyze the emotion of this sentence: 你明知道龙舟队的队员现在都还是群菜鸟，就这么一群菜鸟怎么可能赢得比赛呀。. What is your confidence level that you will answer emotion word ""Frustration""?",high
"If you are asked to analyze the emotion of this sentence: 你明知道龙舟队的队员现在都还是群菜鸟，就这么一群菜鸟怎么可能赢得比赛呀。. What is your confidence level that you will answer emotion word ""Skepticism""?",high
"If you are asked to analyze the emotion of this sentence: 你明知道龙舟队的队员现在都还是群菜鸟，就这么一群菜鸟怎么可能赢得比赛呀。. What is your confidence level that you will answer emotion word ""Disappointment""?",high
"If you are asked to analyze the emotion of this sentence: 你明知道龙舟队的队员现在都还是群菜鸟，就这么一群菜鸟怎么可能赢得比赛呀。. What is your confidence level that you will answer emotion word ""Incredulity""?",low
"If you are asked to analyze the emotion of this sentence: 你明知道龙舟队的队员现在都还是群菜鸟，就这么一群菜鸟怎么可能赢得比赛呀。. What is your confidence level that you will answer emotion word ""Disdain""?",low
"If you are asked to analyze the emotion of this sentence: 你明知道龙舟队的队员现在都还是群菜鸟，就这么一群菜鸟怎么可能赢得比赛呀。. What is your confidence level that you will answer emotion word ""Pessimism""?",low
"If you are asked to analyze the emotion of this sentence: 你明知道龙舟队的队员现在都还是群菜鸟，就这么一群菜鸟怎么可能赢得比赛呀。. What is your confidence level that you will answer emotion word ""Surprise""?",low
"If you are asked to analyze the emotion of this sentence: 你明知道龙舟队的队员现在都还是群菜鸟，就这么一群菜鸟怎么可能赢得比赛呀。. What is your confidence level that you will answer emotion word ""Doubt""?",low
"If you are asked to analyze the emotion of this sentence: 有他在有如十万大. What is your confidence level that you will answer emotion word ""Longing""?",high
"If you are asked to analyze the emotion of this sentence: 有他在有如十万大. What is your confidence level that you will answer emotion word ""Relief""?",high
"If you are asked to analyze the emotion of this sentence: 有他在有如十万大. What is your confidence level that you will answer emotion word ""Nostalgia""?",high
"If you are asked to analyze the emotion of this sentence: 有他在有如十万大. What is your confidence level that you will answer emotion word ""Sorrow""?",low
"If you are asked to analyze the emotion of this sentence: 有他在有如十万大. What is your confidence level that you will answer emotion word ""Sadness""?",low
"If you are asked to analyze the emotion of this sentence: 有他在有如十万大. What is your confidence level that you will answer emotion word ""Wistfulness""?",low
"If you are asked to analyze the emotion of this sentence: 有他在有如十万大. What is your confidence level that you will answer emotion word ""Serenity""?",low
"If you are asked to analyze the emotion of this sentence: 你有没有什么办法帮帮百姓. What is your confidence level that you will answer emotion word ""Concern""?",high
"If you are asked to analyze the emotion of this sentence: 你有没有什么办法帮帮百姓. What is your confidence level that you will answer emotion word ""Helplessness""?",high
"If you are asked to analyze the emotion of this sentence: 你有没有什么办法帮帮百姓. What is your confidence level that you will answer emotion word ""Empathy""?",medium
"If you are asked to analyze the emotion of this sentence: 你有没有什么办法帮帮百姓. What is your confidence level that you will answer emotion word ""Helpfulness""?",low
"If you are asked to analyze the emotion of this sentence: 你有没有什么办法帮帮百姓. What is your confidence level that you will answer emotion word ""Worry""?",low
"If you are asked to analyze the emotion of this sentence: 你有没有什么办法帮帮百姓. What is your confidence level that you will answer emotion word ""Sympathy""?",low
"If you are asked to analyze the emotion of this sentence: 你有没有什么办法帮帮百姓. What is your confidence level that you will answer emotion word ""Desperation""?",low
"If you are asked to analyze the emotion of this sentence: 对我天神朝堂也是如虎添翼之妙使啊. What is your confidence level that you will answer emotion word ""Excitement""?",high
"If you are asked to analyze the emotion of this sentence: 对我天神朝堂也是如虎添翼之妙使啊. What is your confidence level that you will answer emotion word ""Pride""?",high
"If you are asked to analyze the emotion of this sentence: 对我天神朝堂也是如虎添翼之妙使啊. What is your confidence level that you will answer emotion word ""Amazement""?",high
"If you are asked to analyze the emotion of this sentence: 对我天神朝堂也是如虎添翼之妙使啊. What is your confidence level that you will answer emotion word ""Confidence""?",medium
"If you are asked to analyze the emotion of this sentence: 对我天神朝堂也是如虎添翼之妙使啊. What is your confidence level that you will answer emotion word ""Joy""?",medium
"If you are asked to analyze the emotion of this sentence: 对我天神朝堂也是如虎添翼之妙使啊. What is your confidence level that you will answer emotion word ""Satisfaction""?",low
"If you are asked to analyze the emotion of this sentence: 对我天神朝堂也是如虎添翼之妙使啊. What is your confidence level that you will answer emotion word ""Triumph""?",low
"If you are asked to analyze the emotion of this sentence: 对我天神朝堂也是如虎添翼之妙使啊. What is your confidence level that you will answer emotion word ""Anticipation""?",low
"If you are asked to analyze the emotion of this sentence: 感动朕的人朕绝不轻饶. What is your confidence level that you will answer emotion word ""Moved""?",high
"If you are asked to analyze the emotion of this sentence: 感动朕的人朕绝不轻饶. What is your confidence level that you will answer emotion word ""Determined""?",medium
"If you are asked to analyze the emotion of this sentence: 感动朕的人朕绝不轻饶. What is your confidence level that you will answer emotion word ""Grateful""?",medium
"If you are asked to analyze the emotion of this sentence: 感动朕的人朕绝不轻饶. What is your confidence level that you will answer emotion word ""Touched""?",low
"If you are asked to analyze the emotion of this sentence: 感动朕的人朕绝不轻饶. What is your confidence level that you will answer emotion word ""Determination""?",low
"If you are asked to analyze the emotion of this sentence: 感动朕的人朕绝不轻饶. What is your confidence level that you will answer emotion word ""Gratitude""?",low
"If you are asked to analyze the emotion of this sentence: 感动朕的人朕绝不轻饶. What is your confidence level that you will answer emotion word ""Nostalgic""?",low
"If you are asked to analyze the emotion of this sentence: 感动朕的人朕绝不轻饶. What is your confidence level that you will answer emotion word ""Indignation""?",low
"If you are asked to analyze the emotion of this sentence: 感动朕的人朕绝不轻饶. What is your confidence level that you will answer emotion word ""Proud""?",low
"If you are asked to analyze the emotion of this sentence: 感动朕的人朕绝不轻饶. What is your confidence level that you will answer emotion word ""Indignant""?",low
"If you are asked to analyze the emotion of this sentence: 感动朕的人朕绝不轻饶. What is your confidence level that you will answer emotion word ""Loyalty""?",low
"If you are asked to analyze the emotion of this sentence: 感动朕的人朕绝不轻饶. What is your confidence level that you will answer emotion word ""Devotion""?",low
"If you are asked to analyze the emotion of this sentence: 感动朕的人朕绝不轻饶. What is your confidence level that you will answer emotion word ""Inspiration""?",low
"If you are asked to analyze the emotion of this sentence: 感动朕的人朕绝不轻饶. What is your confidence level that you will answer emotion word ""Respectful""?",low
"If you are asked to analyze the emotion of this sentence: 感动朕的人朕绝不轻饶. What is your confidence level that you will answer emotion word ""Humble""?",low
"If you are asked to analyze the emotion of this sentence: 陈东拖了你们的后腿我们也感到很惭愧啊. What is your confidence level that you will answer emotion word ""Shame""?",medium
"If you are asked to analyze the emotion of this sentence: 陈东拖了你们的后腿我们也感到很惭愧啊. What is your confidence level that you will answer emotion word ""Ashamed""?",medium
"If you are asked to analyze the emotion of this sentence: 陈东拖了你们的后腿我们也感到很惭愧啊. What is your confidence level that you will answer emotion word ""Regretful""?",medium
"If you are asked to analyze the emotion of this sentence: 陈东拖了你们的后腿我们也感到很惭愧啊. What is your confidence level that you will answer emotion word ""Annoyed""?",medium
"If you are asked to analyze the emotion of this sentence: 陈东拖了你们的后腿我们也感到很惭愧啊. What is your confidence level that you will answer emotion word ""Regret""?",low
"If you are asked to analyze the emotion of this sentence: 陈东拖了你们的后腿我们也感到很惭愧啊. What is your confidence level that you will answer emotion word ""Disappointment""?",low
"If you are asked to analyze the emotion of this sentence: 陈东拖了你们的后腿我们也感到很惭愧啊. What is your confidence level that you will answer emotion word ""Frustration""?",low
"If you are asked to analyze the emotion of this sentence: 陈东拖了你们的后腿我们也感到很惭愧啊. What is your confidence level that you will answer emotion word ""Frustrated""?",low
"If you are asked to analyze the emotion of this sentence: 陈东拖了你们的后腿我们也感到很惭愧啊. What is your confidence level that you will answer emotion word ""Helplessness""?",low
"If you are asked to analyze the emotion of this sentence: 陈东拖了你们的后腿我们也感到很惭愧啊. What is your confidence level that you will answer emotion word ""Irritation""?",low
"If you are asked to analyze the emotion of this sentence: 陈东拖了你们的后腿我们也感到很惭愧啊. What is your confidence level that you will answer emotion word ""Helpless""?",low
"If you are asked to analyze the emotion of this sentence: 陈东拖了你们的后腿我们也感到很惭愧啊. What is your confidence level that you will answer emotion word ""Disappointed""?",low
"If you are asked to analyze the emotion of this sentence: 陈东拖了你们的后腿我们也感到很惭愧啊. What is your confidence level that you will answer emotion word ""Annoyance""?",low
"If you are asked to analyze the emotion of this sentence: 孩子和女人你要哪一个？. What is your confidence level that you will answer emotion word ""Curiosity""?",high
"If you are asked to analyze the emotion of this sentence: 孩子和女人你要哪一个？. What is your confidence level that you will answer emotion word ""Confusion""?",high
"If you are asked to analyze the emotion of this sentence: 孩子和女人你要哪一个？. What is your confidence level that you will answer emotion word ""Amusement""?",medium
"If you are asked to analyze the emotion of this sentence: 孩子和女人你要哪一个？. What is your confidence level that you will answer emotion word ""Playfulness""?",low
"If you are asked to analyze the emotion of this sentence: 孩子和女人你要哪一个？. What is your confidence level that you will answer emotion word ""Surprise""?",low
"If you are asked to analyze the emotion of this sentence: 孩子和女人你要哪一个？. What is your confidence level that you will answer emotion word ""Intrigue""?",low
"If you are asked to analyze the emotion of this sentence: 孩子和女人你要哪一个？. What is your confidence level that you will answer emotion word ""Inquiry""?",low
"If you are asked to analyze the emotion of this sentence: 孩子和女人你要哪一个？. What is your confidence level that you will answer emotion word ""Teasing""?",low
"If you are asked to analyze the emotion of this sentence: 孩子和女人你要哪一个？. What is your confidence level that you will answer emotion word ""Frustration""?",low
"If you are asked to analyze the emotion of this sentence: 孩子和女人你要哪一个？. What is your confidence level that you will answer emotion word ""Interest""?",low
"If you are asked to analyze the emotion of this sentence: 孩子和女人你要哪一个？. What is your confidence level that you will answer emotion word ""Desire""?",low
"If you are asked to analyze the emotion of this sentence: 你让我相信你，我相信了，那你为什么要骗我呢？. What is your confidence level that you will answer emotion word ""Trust""?",high
"If you are asked to analyze the emotion of this sentence: 你让我相信你，我相信了，那你为什么要骗我呢？. What is your confidence level that you will answer emotion word ""Anger""?",high
"If you are asked to analyze the emotion of this sentence: 你让我相信你，我相信了，那你为什么要骗我呢？. What is your confidence level that you will answer emotion word ""Disappointment""?",high
"If you are asked to analyze the emotion of this sentence: 你让我相信你，我相信了，那你为什么要骗我呢？. What is your confidence level that you will answer emotion word ""Betrayal""?",high
"If you are asked to analyze the emotion of this sentence: 你让我相信你，我相信了，那你为什么要骗我呢？. What is your confidence level that you will answer emotion word ""Confusion""?",medium
"If you are asked to analyze the emotion of this sentence: 你让我相信你，我相信了，那你为什么要骗我呢？. What is your confidence level that you will answer emotion word ""Frustration""?",low
"If you are asked to analyze the emotion of this sentence: 爸爸要回来了. What is your confidence level that you will answer emotion word ""Relief""?",high
"If you are asked to analyze the emotion of this sentence: 爸爸要回来了. What is your confidence level that you will answer emotion word ""Excitement""?",high
"If you are asked to analyze the emotion of this sentence: 爸爸要回来了. What is your confidence level that you will answer emotion word ""Joy""?",medium
"If you are asked to analyze the emotion of this sentence: 爸爸要回来了. What is your confidence level that you will answer emotion word ""Hope""?",medium
"If you are asked to analyze the emotion of this sentence: 爸爸要回来了. What is your confidence level that you will answer emotion word ""Happiness""?",medium
"If you are asked to analyze the emotion of this sentence: 爸爸要回来了. What is your confidence level that you will answer emotion word ""Anticipation""?",low
"If you are asked to analyze the emotion of this sentence: 他一定把名言送到你我手上. What is your confidence level that you will answer emotion word ""Warmth""?",medium
"If you are asked to analyze the emotion of this sentence: 他一定把名言送到你我手上. What is your confidence level that you will answer emotion word ""Trust""?",medium
"If you are asked to analyze the emotion of this sentence: 他一定把名言送到你我手上. What is your confidence level that you will answer emotion word ""Hope""?",medium
"If you are asked to analyze the emotion of this sentence: 他一定把名言送到你我手上. What is your confidence level that you will answer emotion word ""Confident""?",medium
"If you are asked to analyze the emotion of this sentence: 他一定把名言送到你我手上. What is your confidence level that you will answer emotion word ""Expectation""?",low
"If you are asked to analyze the emotion of this sentence: 他一定把名言送到你我手上. What is your confidence level that you will answer emotion word ""Love""?",low
"If you are asked to analyze the emotion of this sentence: 他一定把名言送到你我手上. What is your confidence level that you will answer emotion word ""Nostalgic""?",low
"If you are asked to analyze the emotion of this sentence: 他一定把名言送到你我手上. What is your confidence level that you will answer emotion word ""Affection""?",low
"If you are asked to analyze the emotion of this sentence: 他一定把名言送到你我手上. What is your confidence level that you will answer emotion word ""Sincerity""?",low
"If you are asked to analyze the emotion of this sentence: 他一定把名言送到你我手上. What is your confidence level that you will answer emotion word ""Hopeful""?",low
"If you are asked to analyze the emotion of this sentence: 他一定把名言送到你我手上. What is your confidence level that you will answer emotion word ""Caring""?",low
"If you are asked to analyze the emotion of this sentence: 他一定把名言送到你我手上. What is your confidence level that you will answer emotion word ""Care""?",low
"If you are asked to analyze the emotion of this sentence: 他一定把名言送到你我手上. What is your confidence level that you will answer emotion word ""Expectant""?",low
"If you are asked to analyze the emotion of this sentence: 他一定把名言送到你我手上. What is your confidence level that you will answer emotion word ""Generous""?",low
"If you are asked to analyze the emotion of this sentence: 他一定把名言送到你我手上. What is your confidence level that you will answer emotion word ""Assurance""?",low
"If you are asked to analyze the emotion of this sentence: 他一定把名言送到你我手上. What is your confidence level that you will answer emotion word ""Generosity""?",low
"If you are asked to analyze the emotion of this sentence: 这几年你知道我吃了多少苦承受了多大的压力知道吗. What is your confidence level that you will answer emotion word ""Exhaustion""?",high
"If you are asked to analyze the emotion of this sentence: 这几年你知道我吃了多少苦承受了多大的压力知道吗. What is your confidence level that you will answer emotion word ""Frustration""?",high
"If you are asked to analyze the emotion of this sentence: 这几年你知道我吃了多少苦承受了多大的压力知道吗. What is your confidence level that you will answer emotion word ""Anxiety""?",high
"If you are asked to analyze the emotion of this sentence: 这几年你知道我吃了多少苦承受了多大的压力知道吗. What is your confidence level that you will answer emotion word ""Desperation""?",medium
"If you are asked to analyze the emotion of this sentence: 这几年你知道我吃了多少苦承受了多大的压力知道吗. What is your confidence level that you will answer emotion word ""Overwhelm""?",low
"If you are asked to analyze the emotion of this sentence: 这几年你知道我吃了多少苦承受了多大的压力知道吗. What is your confidence level that you will answer emotion word ""Fatigue""?",low
"If you are asked to analyze the emotion of this sentence: 这几年你知道我吃了多少苦承受了多大的压力知道吗. What is your confidence level that you will answer emotion word ""Suffering""?",low
"If you are asked to analyze the emotion of this sentence: 这几年你知道我吃了多少苦承受了多大的压力知道吗. What is your confidence level that you will answer emotion word ""Helplessness""?",low
"If you are asked to analyze the emotion of this sentence: 这几年你知道我吃了多少苦承受了多大的压力知道吗. What is your confidence level that you will answer emotion word ""Resentment""?",low
"If you are asked to analyze the emotion of this sentence: 这几年你知道我吃了多少苦承受了多大的压力知道吗. What is your confidence level that you will answer emotion word ""Sadness""?",low
"If you are asked to analyze the emotion of this sentence: 这几年你知道我吃了多少苦承受了多大的压力知道吗. What is your confidence level that you will answer emotion word ""Anxiousness""?",low
"If you are asked to analyze the emotion of this sentence: 这几年你知道我吃了多少苦承受了多大的压力知道吗. What is your confidence level that you will answer emotion word ""Stress""?",low
"If you are asked to analyze the emotion of this sentence: 这几年你知道我吃了多少苦承受了多大的压力知道吗. What is your confidence level that you will answer emotion word ""Despair""?",low
"If you are asked to analyze the emotion of this sentence: 那当然啦。. What is your confidence level that you will answer emotion word ""Confident""?",high
"If you are asked to analyze the emotion of this sentence: 那当然啦。. What is your confidence level that you will answer emotion word ""Relaxed""?",high
"If you are asked to analyze the emotion of this sentence: 那当然啦。. What is your confidence level that you will answer emotion word ""Satisfied""?",low
"If you are asked to analyze the emotion of this sentence: 那当然啦。. What is your confidence level that you will answer emotion word ""Certain""?",low
"If you are asked to analyze the emotion of this sentence: 那当然啦。. What is your confidence level that you will answer emotion word ""Agreeable""?",low
"If you are asked to analyze the emotion of this sentence: 那当然啦。. What is your confidence level that you will answer emotion word ""Affirmative""?",low
"If you are asked to analyze the emotion of this sentence: 那当然啦。. What is your confidence level that you will answer emotion word ""Assured""?",low
"If you are asked to analyze the emotion of this sentence: 那当然啦。. What is your confidence level that you will answer emotion word ""Satisfaction""?",low
"If you are asked to analyze the emotion of this sentence: 那当然啦。. What is your confidence level that you will answer emotion word ""Relief""?",low
"If you are asked to analyze the emotion of this sentence: 那当然啦。. What is your confidence level that you will answer emotion word ""Certainty""?",low
"If you are asked to analyze the emotion of this sentence: 那当然啦。. What is your confidence level that you will answer emotion word ""Sarcastic""?",low
"If you are asked to analyze the emotion of this sentence: 不全是其实我们两个之间. What is your confidence level that you will answer emotion word ""Disappointment""?",high
"If you are asked to analyze the emotion of this sentence: 不全是其实我们两个之间. What is your confidence level that you will answer emotion word ""Confusion""?",high
"If you are asked to analyze the emotion of this sentence: 不全是其实我们两个之间. What is your confidence level that you will answer emotion word ""Sadness""?",medium
"If you are asked to analyze the emotion of this sentence: 不全是其实我们两个之间. What is your confidence level that you will answer emotion word ""Longing""?",medium
"If you are asked to analyze the emotion of this sentence: 不全是其实我们两个之间. What is your confidence level that you will answer emotion word ""Frustration""?",medium
"If you are asked to analyze the emotion of this sentence: 不全是其实我们两个之间. What is your confidence level that you will answer emotion word ""Regret""?",low
"If you are asked to analyze the emotion of this sentence: 不全是其实我们两个之间. What is your confidence level that you will answer emotion word ""Uncertainty""?",low
"If you are asked to analyze the emotion of this sentence: 不全是其实我们两个之间. What is your confidence level that you will answer emotion word ""Worry""?",low
"If you are asked to analyze the emotion of this sentence: 不全是其实我们两个之间. What is your confidence level that you will answer emotion word ""Ambiguity""?",low
"If you are asked to analyze the emotion of this sentence: 安迪，我觉得你状态不对啊。. What is your confidence level that you will answer emotion word ""Concern""?",high
"If you are asked to analyze the emotion of this sentence: 安迪，我觉得你状态不对啊。. What is your confidence level that you will answer emotion word ""Worry""?",high
"If you are asked to analyze the emotion of this sentence: 安迪，我觉得你状态不对啊。. What is your confidence level that you will answer emotion word ""Curiosity""?",low
"If you are asked to analyze the emotion of this sentence: 安迪，我觉得你状态不对啊。. What is your confidence level that you will answer emotion word ""Disappointment""?",low
"If you are asked to analyze the emotion of this sentence: 安迪，我觉得你状态不对啊。. What is your confidence level that you will answer emotion word ""Insecurity""?",low
"If you are asked to analyze the emotion of this sentence: 安迪，我觉得你状态不对啊。. What is your confidence level that you will answer emotion word ""Uncertainty""?",low
"If you are asked to analyze the emotion of this sentence: 安迪，我觉得你状态不对啊。. What is your confidence level that you will answer emotion word ""Annoyance""?",low
"If you are asked to analyze the emotion of this sentence: 安迪，我觉得你状态不对啊。. What is your confidence level that you will answer emotion word ""Concerned""?",low
"If you are asked to analyze the emotion of this sentence: 安迪，我觉得你状态不对啊。. What is your confidence level that you will answer emotion word ""Frustration""?",low
"If you are asked to analyze the emotion of this sentence: 安迪，我觉得你状态不对啊。. What is your confidence level that you will answer emotion word ""Confusion""?",low
"If you are asked to analyze the emotion of this sentence: . What is your confidence level that you will answer emotion word ""Chinese""?",high
"If you are asked to analyze the emotion of this sentence: . What is your confidence level that you will answer emotion word ""Text""?",high
"If you are asked to analyze the emotion of this sentence: . What is your confidence level that you will answer emotion word ""Provide""?",high
"If you are asked to analyze the emotion of this sentence: . What is your confidence level that you will answer emotion word ""Analyze""?",high
"If you are asked to analyze the emotion of this sentence: . What is your confidence level that you will answer emotion word ""Please""?",high
"If you are asked to analyze the emotion of this sentence: . What is your confidence level that you will answer emotion word ""And""?",high
"If you are asked to analyze the emotion of this sentence: . What is your confidence level that you will answer emotion word ""The""?",high
"If you are asked to analyze the emotion of this sentence: . What is your confidence level that you will answer emotion word ""Emotion""?",high
"If you are asked to analyze the emotion of this sentence: . What is your confidence level that you will answer emotion word ""Separated""?",high
"If you are asked to analyze the emotion of this sentence: . What is your confidence level that you will answer emotion word ""Words""?",high
"If you are asked to analyze the emotion of this sentence: . What is your confidence level that you will answer emotion word ""English""?",high
"If you are asked to analyze the emotion of this sentence: . What is your confidence level that you will answer emotion word ""Pipes""?",high
"If you are asked to analyze the emotion of this sentence: . What is your confidence level that you will answer emotion word ""Emotions""?",high
"If you are asked to analyze the emotion of this sentence: . What is your confidence level that you will answer emotion word ""Expressed""?",medium
"If you are asked to analyze the emotion of this sentence: . What is your confidence level that you will answer emotion word ""Respond""?",medium
"If you are asked to analyze the emotion of this sentence: . What is your confidence level that you will answer emotion word ""List""?",medium
"If you are asked to analyze the emotion of this sentence: . What is your confidence level that you will answer emotion word ""With""?",medium
"If you are asked to analyze the emotion of this sentence: . What is your confidence level that you will answer emotion word ""Using""?",medium
"If you are asked to analyze the emotion of this sentence: . What is your confidence level that you will answer emotion word ""You""?",low
"If you are asked to analyze the emotion of this sentence: . What is your confidence level that you will answer emotion word ""For""?",low
"If you are asked to analyze the emotion of this sentence: . What is your confidence level that you will answer emotion word ""Present""?",low
"If you are asked to analyze the emotion of this sentence: . What is your confidence level that you will answer emotion word ""Like""?",low
"If you are asked to analyze the emotion of this sentence: . What is your confidence level that you will answer emotion word ""Corresponding""?",low
"If you are asked to analyze the emotion of this sentence: 你确定他们俩之前也没好过吗？. What is your confidence level that you will answer emotion word ""Concern""?",high
"If you are asked to analyze the emotion of this sentence: 你确定他们俩之前也没好过吗？. What is your confidence level that you will answer emotion word ""Curiosity""?",high
"If you are asked to analyze the emotion of this sentence: 你确定他们俩之前也没好过吗？. What is your confidence level that you will answer emotion word ""Confusion""?",low
"If you are asked to analyze the emotion of this sentence: 你确定他们俩之前也没好过吗？. What is your confidence level that you will answer emotion word ""Doubt""?",low
"If you are asked to analyze the emotion of this sentence: 你确定他们俩之前也没好过吗？. What is your confidence level that you will answer emotion word ""Worry""?",low
"If you are asked to analyze the emotion of this sentence: 你确定他们俩之前也没好过吗？. What is your confidence level that you will answer emotion word ""Incredulity""?",low
